gas,year,lights_mean,lights_sum,pop_sum,pop_flooded_sum,flood_intensity_3,id
,1996,4.8888888,44,4520.0552,1179.354,.092927501,GRONG-GRONG
,1997,5,45,4520.0552,1179.354,.092927501,GRONG-GRONG
,1998,2.7777779,25,4520.0552,1179.354,.092927501,GRONG-GRONG
,1999,6.2222219,56,4520.0552,1179.354,.092927501,GRONG-GRONG
,2000,5.7777781,52,4520.0552,1179.354,.092927501,GRONG-GRONG
,2001,2.7777779,25,4520.0552,1179.354,.092927501,GRONG-GRONG
,2002,2.1111109,19,4520.0552,1179.354,.092927501,GRONG-GRONG
,2003,3.4444439,31,4520.0552,1179.354,.092927501,GRONG-GRONG
,2004,4.2222219,38,4520.0552,1179.354,.092927501,GRONG-GRONG
,2005,4.7777781,43,4520.0552,1179.354,.092927501,GRONG-GRONG
,2006,4.666667,42,4520.0552,1179.354,.092927501,GRONG-GRONG
,2007,4.8888888,44,4520.0552,1179.354,.092927501,GRONG-GRONG
,2008,6.1111112,55,4520.0552,1179.354,.092927501,GRONG-GRONG
,2009,6.666667,60,4520.0552,1179.354,.092927501,GRONG-GRONG
,2010,12.111111,109,4520.0552,1179.354,.092927501,GRONG-GRONG
,2011,8.8888893,80,4520.0552,1179.354,.092927501,GRONG-GRONG
,2012,10.444444,94,4520.0552,1179.354,.092927501,GRONG-GRONG
,1992,0,0,3645.7295,0,0,GUNUNG MERIAH
,1993,.087628998,17,3645.7295,0,0,GUNUNG MERIAH
,1994,.27319601,53,3645.7295,0,0,GUNUNG MERIAH
,1995,0,0,3645.7295,0,0,GUNUNG MERIAH
,1996,.257732,50,3645.7295,0,0,GUNUNG MERIAH
,1997,0,0,3645.7295,0,0,GUNUNG MERIAH
,1998,.639175,124,3645.7295,0,0,GUNUNG MERIAH
,1999,0,0,3645.7295,0,0,GUNUNG MERIAH
,2000,.458763,89,3645.7295,0,0,GUNUNG MERIAH
,2001,.53608203,104,3645.7295,0,0,GUNUNG MERIAH
,2002,.94845402,184,3645.7295,0,0,GUNUNG MERIAH
,2003,.762887,148,3645.7295,0,0,GUNUNG MERIAH
,2004,.50515503,98,3645.7295,0,0,GUNUNG MERIAH
,2005,.81443298,158,3645.7295,0,0,GUNUNG MERIAH
,2006,1.092784,212,3645.7295,0,0,GUNUNG MERIAH
,2007,.793814,154,3645.7295,0,0,GUNUNG MERIAH
,2008,1.07732,209,3645.7295,0,0,GUNUNG MERIAH
,2009,.59278399,115,3645.7295,0,0,GUNUNG MERIAH
,2010,1.314433,255,3645.7295,0,0,GUNUNG MERIAH
,2011,1.9020621,369,3645.7295,0,0,GUNUNG MERIAH
,2012,2.0412371,396,3645.7295,0,0,GUNUNG MERIAH
,1992,0,0,5630.9014,0,0,IDI RAYEUK
,1993,3.916667,94,5630.9014,0,0,IDI RAYEUK
,1994,3.727273,82,5630.9014,0,0,IDI RAYEUK
,1995,6.1071429,171,5630.9014,0,0,IDI RAYEUK
,1996,6.318182,139,5630.9014,0,0,IDI RAYEUK
,1997,5.818182,128,5630.9014,0,0,IDI RAYEUK
,1998,7.181818,158,5630.9014,0,0,IDI RAYEUK
,1999,6.363636,140,5630.9014,0,0,IDI RAYEUK
,2000,6.545455,144,5630.9014,0,0,IDI RAYEUK
,2001,6.590909,145,5630.9014,0,0,IDI RAYEUK
,2002,7.136364,157,5630.9014,0,0,IDI RAYEUK
,2003,5.590909,123,5630.9014,0,0,IDI RAYEUK
,2004,6.045455,133,5630.9014,0,0,IDI RAYEUK
,2005,4.863636,107,5630.9014,0,0,IDI RAYEUK
,2006,4.772727,105,5630.9014,0,0,IDI RAYEUK
,2007,5.136364,113,5630.9014,0,0,IDI RAYEUK
,2008,8,176,5630.9014,0,0,IDI RAYEUK
,2009,6.772727,149,5630.9014,0,0,IDI RAYEUK
,2010,12.136364,267,5630.9014,0,0,IDI RAYEUK
,2011,9.272727,204,5630.9014,0,0,IDI RAYEUK
,2012,12.363636,272,5630.9014,0,0,IDI RAYEUK
,1992,0,0,5798.3506,0,0,IDI TIMUR
,1993,1.47619,31,5798.3506,0,0,IDI TIMUR
,1994,.190476,4,5798.3506,0,0,IDI TIMUR
,1995,0,0,5798.3506,0,0,IDI TIMUR
,1996,1.285714,27,5798.3506,0,0,IDI TIMUR
,1997,.238095,5,5798.3506,0,0,IDI TIMUR
,1998,1.714286,36,5798.3506,0,0,IDI TIMUR
,1999,0,0,5798.3506,0,0,IDI TIMUR
,2000,1.904762,40,5798.3506,0,0,IDI TIMUR
,2001,3,63,5798.3506,0,0,IDI TIMUR
,2002,3.904762,82,5798.3506,0,0,IDI TIMUR
,2003,2.8095241,59,5798.3506,0,0,IDI TIMUR
,2004,2.8095241,59,5798.3506,0,0,IDI TIMUR
,2005,3,63,5798.3506,0,0,IDI TIMUR
,2006,1.952381,41,5798.3506,0,0,IDI TIMUR
,2007,1.571429,33,5798.3506,0,0,IDI TIMUR
,2008,3.0476191,64,5798.3506,0,0,IDI TIMUR
,2009,.71428603,15,5798.3506,0,0,IDI TIMUR
,2010,6.1904759,130,5798.3506,0,0,IDI TIMUR
,2011,4.333333,91,5798.3506,0,0,IDI TIMUR
,2012,5.2857141,111,5798.3506,0,0,IDI TIMUR
,1992,0,0,25537.422,0,0,IDI TUNONG
,1993,.38235301,13,25537.422,0,0,IDI TUNONG
,1994,.117647,4,25537.422,0,0,IDI TUNONG
,1995,.277778,10,25537.422,0,0,IDI TUNONG
,1996,.470588,16,25537.422,0,0,IDI TUNONG
,1997,.61764699,21,25537.422,0,0,IDI TUNONG
,1998,.88235301,30,25537.422,0,0,IDI TUNONG
,1999,.17647099,6,25537.422,0,0,IDI TUNONG
,2000,1.0588239,36,25537.422,0,0,IDI TUNONG
,2001,1.794118,61,25537.422,0,0,IDI TUNONG
,2002,.441176,15,25537.422,0,0,IDI TUNONG
,2003,2.0882349,71,25537.422,0,0,IDI TUNONG
,2004,2.5,85,25537.422,0,0,IDI TUNONG
,2005,2.7647059,94,25537.422,0,0,IDI TUNONG
,2006,2.2058821,75,25537.422,0,0,IDI TUNONG
,2007,1.264706,43,25537.422,0,0,IDI TUNONG
,2008,3.3823531,115,25537.422,0,0,IDI TUNONG
,2009,.61764699,21,25537.422,0,0,IDI TUNONG
,2010,5.9411759,202,25537.422,0,0,IDI TUNONG
,2011,3.7647059,128,25537.422,0,0,IDI TUNONG
,2012,4.852941,165,25537.422,0,0,IDI TUNONG
1,1992,4.6129031,1430,20764.254,0,0,INDRA MAKMUR
1,1993,7.6837058,2405,20764.254,0,0,INDRA MAKMUR
1,1994,4.8306708,1512,20764.254,0,0,INDRA MAKMUR
1,1995,4.8709679,1510,20764.254,0,0,INDRA MAKMUR
1,1996,6.8594251,2147,20764.254,0,0,INDRA MAKMUR
1,1997,7.115016,2227,20764.254,0,0,INDRA MAKMUR
1,1998,6.1022358,1910,20764.254,0,0,INDRA MAKMUR
1,1999,3.2843449,1028,20764.254,0,0,INDRA MAKMUR
1,2000,3.6741209,1150,20764.254,0,0,INDRA MAKMUR
1,2001,2.1405749,670,20764.254,0,0,INDRA MAKMUR
1,2002,.97763598,306,20764.254,0,0,INDRA MAKMUR
1,2003,.61022401,191,20764.254,0,0,INDRA MAKMUR
1,2004,.50798702,159,20764.254,0,0,INDRA MAKMUR
1,2005,.65814698,206,20764.254,0,0,INDRA MAKMUR
1,2006,.26837099,84,20764.254,0,0,INDRA MAKMUR
1,2007,.086262003,27,20764.254,0,0,INDRA MAKMUR
1,2008,.124601,39,20764.254,0,0,INDRA MAKMUR
1,2009,0,0,20764.254,0,0,INDRA MAKMUR
1,2010,.84345001,264,20764.254,0,0,INDRA MAKMUR
1,2011,.49840301,156,20764.254,0,0,INDRA MAKMUR
1,2012,.70607001,221,20764.254,0,0,INDRA MAKMUR
,1992,0,0,23887.295,10963.476,.438144,INDRAJAYA
,1993,3.5999999,108,23887.295,10963.476,.438144,INDRAJAYA
,1994,4.0333328,121,23887.295,10963.476,.438144,INDRAJAYA
,1995,5.1034479,148,23887.295,10963.476,.438144,INDRAJAYA
,1996,3.5333331,106,23887.295,10963.476,.438144,INDRAJAYA
,1997,4.9333329,148,23887.295,10963.476,.438144,INDRAJAYA
,1998,4,120,23887.295,10963.476,.438144,INDRAJAYA
,1999,3.0999999,93,23887.295,10963.476,.438144,INDRAJAYA
,2000,6.0666671,182,23887.295,10963.476,.438144,INDRAJAYA
,2001,5.2333331,157,23887.295,10963.476,.438144,INDRAJAYA
,2002,2.3,69,23887.295,10963.476,.438144,INDRAJAYA
,2003,3.7,111,23887.295,10963.476,.438144,INDRAJAYA
,2004,4,120,23887.295,10963.476,.438144,INDRAJAYA
,2005,4.2333331,127,23887.295,10963.476,.438144,INDRAJAYA
,2006,4.5,135,23887.295,10963.476,.438144,INDRAJAYA
,2007,4.5,135,23887.295,10963.476,.438144,INDRAJAYA
,2008,6.4333329,193,23887.295,10963.476,.438144,INDRAJAYA
,2009,6.666667,200,23887.295,10963.476,.438144,INDRAJAYA
,2010,9.9333334,298,23887.295,10963.476,.438144,INDRAJAYA
,2011,7.3666668,221,23887.295,10963.476,.438144,INDRAJAYA
,2012,9.1333332,274,23887.295,10963.476,.438144,INDRAJAYA
,1992,0,0,42752.727,0,0,INDRAPURI
,1993,.226496,53,42752.727,0,0,INDRAPURI
,1994,.28936201,68,42752.727,0,0,INDRAPURI
,1995,.26087001,60,42752.727,0,0,INDRAPURI
,1996,.182979,43,42752.727,0,0,INDRAPURI
,1997,.80851102,190,42752.727,0,0,INDRAPURI
,1998,.33191499,78,42752.727,0,0,INDRAPURI
,1999,.33191499,78,42752.727,0,0,INDRAPURI
,2000,.67659599,159,42752.727,0,0,INDRAPURI
,2001,.45531899,107,42752.727,0,0,INDRAPURI
,2002,.69361699,163,42752.727,0,0,INDRAPURI
,2003,.68936199,162,42752.727,0,0,INDRAPURI
,2004,.72340399,170,42752.727,0,0,INDRAPURI
,2005,.81702101,192,42752.727,0,0,INDRAPURI
,2006,.94893599,223,42752.727,0,0,INDRAPURI
,2007,.88085097,207,42752.727,0,0,INDRAPURI
,2008,1.208511,284,42752.727,0,0,INDRAPURI
,2009,1.191489,280,42752.727,0,0,INDRAPURI
,2010,2.5276599,594,42752.727,0,0,INDRAPURI
,2011,2.195745,516,42752.727,0,0,INDRAPURI
,2012,3.119149,733,42752.727,0,0,INDRAPURI
,1992,1.4,42,19633.08,0,.0075224997,INGIN JAYA
,1993,6.8387098,212,19633.08,0,.0075224997,INGIN JAYA
,1994,5.9032259,183,19633.08,0,.0075224997,INGIN JAYA
,1995,7.5666671,227,19633.08,0,.0075224997,INGIN JAYA
,1996,7.0645161,219,19633.08,0,.0075224997,INGIN JAYA
,1997,7.6774192,238,19633.08,0,.0075224997,INGIN JAYA
,1998,9.032258,280,19633.08,0,.0075224997,INGIN JAYA
,1999,9.0967741,282,19633.08,0,.0075224997,INGIN JAYA
,2000,8.6129026,267,19633.08,0,.0075224997,INGIN JAYA
,2001,8.3548393,259,19633.08,0,.0075224997,INGIN JAYA
,2002,8.5161285,264,19633.08,0,.0075224997,INGIN JAYA
,2003,5.3548388,166,19633.08,0,.0075224997,INGIN JAYA
,2004,5.5806451,173,19633.08,0,.0075224997,INGIN JAYA
,2005,7.3870969,229,19633.08,0,.0075224997,INGIN JAYA
,2006,8.5483866,265,19633.08,0,.0075224997,INGIN JAYA
,2007,8,248,19633.08,0,.0075224997,INGIN JAYA
,2008,12.516129,388,19633.08,0,.0075224997,INGIN JAYA
,2009,12.83871,398,19633.08,0,.0075224997,INGIN JAYA
,2010,19.161289,594,19633.08,0,.0075224997,INGIN JAYA
,2011,20.096773,623,19633.08,0,.0075224997,INGIN JAYA
,2012,24.451612,758,19633.08,0,.0075224997,INGIN JAYA
,1992,0,0,2304.926,0,0,JAGONG JEGET
,1993,0,0,2304.926,0,0,JAGONG JEGET
,1994,0,0,2304.926,0,0,JAGONG JEGET
,1995,0,0,2304.926,0,0,JAGONG JEGET
,1996,0,0,2304.926,0,0,JAGONG JEGET
,1997,0,0,2304.926,0,0,JAGONG JEGET
,1998,0,0,2304.926,0,0,JAGONG JEGET
,1999,0,0,2304.926,0,0,JAGONG JEGET
,2000,.57851201,70,2304.926,0,0,JAGONG JEGET
,2001,0,0,2304.926,0,0,JAGONG JEGET
,2002,.702479,85,2304.926,0,0,JAGONG JEGET
,2003,0,0,2304.926,0,0,JAGONG JEGET
,2004,0,0,2304.926,0,0,JAGONG JEGET
,2005,.14876001,18,2304.926,0,0,JAGONG JEGET
,2006,0,0,2304.926,0,0,JAGONG JEGET
,2007,0,0,2304.926,0,0,JAGONG JEGET
,2008,0,0,2304.926,0,0,JAGONG JEGET
,2009,0,0,2304.926,0,0,JAGONG JEGET
,2010,0,0,2304.926,0,0,JAGONG JEGET
,2011,0,0,2304.926,0,0,JAGONG JEGET
,2012,0,0,2304.926,0,0,JAGONG JEGET
,1992,1.387097,43,5659.1714,0,0,JANGKA
,1993,3.3225811,103,5659.1714,0,0,JANGKA
,1994,3.1612899,98,5659.1714,0,0,JANGKA
,1995,6.1290321,190,5659.1714,0,0,JANGKA
,1996,5.4516129,169,5659.1714,0,0,JANGKA
,1997,5.6774192,176,5659.1714,0,0,JANGKA
,1998,5.8387098,181,5659.1714,0,0,JANGKA
,1999,4.8387098,150,5659.1714,0,0,JANGKA
,2000,6,186,5659.1714,0,0,JANGKA
,2001,6.5483871,203,5659.1714,0,0,JANGKA
,2002,5.3548388,166,5659.1714,0,0,JANGKA
,2003,4,124,5659.1714,0,0,JANGKA
,2004,5.1290321,159,5659.1714,0,0,JANGKA
,2005,5.3548388,166,5659.1714,0,0,JANGKA
,2006,5.4193549,168,5659.1714,0,0,JANGKA
,2007,5.0967741,158,5659.1714,0,0,JANGKA
,2008,7.7741938,241,5659.1714,0,0,JANGKA
,2009,6.9032259,214,5659.1714,0,0,JANGKA
,2010,8.7419348,271,5659.1714,0,0,JANGKA
,2011,7.7096772,239,5659.1714,0,0,JANGKA
,2012,10.193548,316,5659.1714,0,0,JANGKA
,1992,0,0,6308.4878,5201.2295,.81249923,JANGKA BUYA
,1993,0,0,6308.4878,5201.2295,.81249923,JANGKA BUYA
,1994,1,12,6308.4878,5201.2295,.81249923,JANGKA BUYA
,1995,1.8,27,6308.4878,5201.2295,.81249923,JANGKA BUYA
,1996,2.833333,34,6308.4878,5201.2295,.81249923,JANGKA BUYA
,1997,3.833333,46,6308.4878,5201.2295,.81249923,JANGKA BUYA
,1998,2.333333,28,6308.4878,5201.2295,.81249923,JANGKA BUYA
,1999,3,36,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2000,4.083333,49,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2001,6.333333,76,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2002,5.5,66,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2003,4.75,57,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2004,5.166667,62,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2005,5.166667,62,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2006,4.833333,58,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2007,4.083333,49,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2008,5.916667,71,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2009,7.083333,85,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2010,9.083333,109,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2011,7.75,93,6308.4878,5201.2295,.81249923,JANGKA BUYA
,2012,10.166667,122,6308.4878,5201.2295,.81249923,JANGKA BUYA
,1992,0,0,21548.783,2520.856,.071876287,JAYA
,1993,0,0,21548.783,2520.856,.071876287,JAYA
,1994,.022472,20,21548.783,2520.856,.071876287,JAYA
,1995,0,0,21548.783,2520.856,.071876287,JAYA
,1996,0,0,21548.783,2520.856,.071876287,JAYA
,1997,0,0,21548.783,2520.856,.071876287,JAYA
,1998,0,0,21548.783,2520.856,.071876287,JAYA
,1999,0,0,21548.783,2520.856,.071876287,JAYA
,2000,.02809,25,21548.783,2520.856,.071876287,JAYA
,2001,.033707999,30,21548.783,2520.856,.071876287,JAYA
,2002,.076403998,68,21548.783,2520.856,.071876287,JAYA
,2003,.057303,51,21548.783,2520.856,.071876287,JAYA
,2004,.107865,96,21548.783,2520.856,.071876287,JAYA
,2005,.073034003,65,21548.783,2520.856,.071876287,JAYA
,2006,.116854,104,21548.783,2520.856,.071876287,JAYA
,2007,.077528,69,21548.783,2520.856,.071876287,JAYA
,2008,.22809,203,21548.783,2520.856,.071876287,JAYA
,2009,.27865201,248,21548.783,2520.856,.071876287,JAYA
,2010,.34943801,311,21548.783,2520.856,.071876287,JAYA
,2011,.310112,276,21548.783,2520.856,.071876287,JAYA
,2012,.39325801,350,21548.783,2520.856,.071876287,JAYA
,1992,13,78,6969.7778,7235.2627,1.0951275,JAYA BARU
,1993,27.5,165,6969.7778,7235.2627,1.0951275,JAYA BARU
,1994,30.799999,154,6969.7778,7235.2627,1.0951275,JAYA BARU
,1995,31.5,189,6969.7778,7235.2627,1.0951275,JAYA BARU
,1996,44.799999,224,6969.7778,7235.2627,1.0951275,JAYA BARU
,1997,49.200001,246,6969.7778,7235.2627,1.0951275,JAYA BARU
,1998,44.400002,222,6969.7778,7235.2627,1.0951275,JAYA BARU
,1999,42.200001,211,6969.7778,7235.2627,1.0951275,JAYA BARU
,2000,36.599998,183,6969.7778,7235.2627,1.0951275,JAYA BARU
,2001,30.6,153,6969.7778,7235.2627,1.0951275,JAYA BARU
,2002,33.599998,168,6969.7778,7235.2627,1.0951275,JAYA BARU
,2003,27.799999,139,6969.7778,7235.2627,1.0951275,JAYA BARU
,2004,32.599998,163,6969.7778,7235.2627,1.0951275,JAYA BARU
,2005,24,120,6969.7778,7235.2627,1.0951275,JAYA BARU
,2006,39.400002,197,6969.7778,7235.2627,1.0951275,JAYA BARU
,2007,36,180,6969.7778,7235.2627,1.0951275,JAYA BARU
,2008,46.400002,232,6969.7778,7235.2627,1.0951275,JAYA BARU
,2009,50.200001,251,6969.7778,7235.2627,1.0951275,JAYA BARU
,2010,61.400002,307,6969.7778,7235.2627,1.0951275,JAYA BARU
,2011,59.400002,297,6969.7778,7235.2627,1.0951275,JAYA BARU
,2012,61,305,6969.7778,7235.2627,1.0951275,JAYA BARU
,1992,0,0,741.21368,0,0,JEUMPA1
,1993,0,0,741.21368,0,0,JEUMPA1
,1994,0,0,741.21368,0,0,JEUMPA1
,1995,.64705902,11,741.21368,0,0,JEUMPA1
,1996,.88235301,15,741.21368,0,0,JEUMPA1
,1997,0,0,741.21368,0,0,JEUMPA1
,1998,0,0,741.21368,0,0,JEUMPA1
,1999,.35294101,6,741.21368,0,0,JEUMPA1
,2000,.88235301,15,741.21368,0,0,JEUMPA1
,2001,.64705902,11,741.21368,0,0,JEUMPA1
,2002,2.0588241,35,741.21368,0,0,JEUMPA1
,2003,4.0588241,69,741.21368,0,0,JEUMPA1
,2004,3.2352941,55,741.21368,0,0,JEUMPA1
,2005,2.9411759,50,741.21368,0,0,JEUMPA1
,2006,2.2352941,38,741.21368,0,0,JEUMPA1
,2007,1.235294,21,741.21368,0,0,JEUMPA1
,2008,1.1176471,19,741.21368,0,0,JEUMPA1
,2009,4.5882349,78,741.21368,0,0,JEUMPA1
,2010,9.5294123,162,741.21368,0,0,JEUMPA1
,2011,6.7647061,115,741.21368,0,0,JEUMPA1
,2012,9.8823528,168,741.21368,0,0,JEUMPA1
,1992,.652632,62,70284.656,665.815,.010666265,JEUMPA2
,1993,1.637363,149,70284.656,665.815,.010666265,JEUMPA2
,1994,1.791209,163,70284.656,665.815,.010666265,JEUMPA2
,1995,2.652632,252,70284.656,665.815,.010666265,JEUMPA2
,1996,3.208791,292,70284.656,665.815,.010666265,JEUMPA2
,1997,2.8681321,261,70284.656,665.815,.010666265,JEUMPA2
,1998,3.043956,277,70284.656,665.815,.010666265,JEUMPA2
,1999,2.7692311,252,70284.656,665.815,.010666265,JEUMPA2
,2000,2.835165,258,70284.656,665.815,.010666265,JEUMPA2
,2001,2.483516,226,70284.656,665.815,.010666265,JEUMPA2
,2002,2.1318679,194,70284.656,665.815,.010666265,JEUMPA2
,2003,3.8131869,347,70284.656,665.815,.010666265,JEUMPA2
,2004,3.5494511,323,70284.656,665.815,.010666265,JEUMPA2
,2005,3.4065931,310,70284.656,665.815,.010666265,JEUMPA2
,2006,4.164835,379,70284.656,665.815,.010666265,JEUMPA2
,2007,3.483516,317,70284.656,665.815,.010666265,JEUMPA2
,2008,4.5934072,418,70284.656,665.815,.010666265,JEUMPA2
,2009,4.164835,379,70284.656,665.815,.010666265,JEUMPA2
,2010,7.945055,723,70284.656,665.815,.010666265,JEUMPA2
,2011,5.8461542,532,70284.656,665.815,.010666265,JEUMPA2
,2012,7.4395599,677,70284.656,665.815,.010666265,JEUMPA2
,1992,0,0,17735.459,528.31085,.027380368,JEUNIEB
,1993,0,0,17735.459,528.31085,.027380368,JEUNIEB
,1994,.151899,24,17735.459,528.31085,.027380368,JEUNIEB
,1995,.063290998,10,17735.459,528.31085,.027380368,JEUNIEB
,1996,.29113901,46,17735.459,528.31085,.027380368,JEUNIEB
,1997,.20253199,32,17735.459,528.31085,.027380368,JEUNIEB
,1998,.41772199,66,17735.459,528.31085,.027380368,JEUNIEB
,1999,.481013,76,17735.459,528.31085,.027380368,JEUNIEB
,2000,.69620299,110,17735.459,528.31085,.027380368,JEUNIEB
,2001,.65822798,104,17735.459,528.31085,.027380368,JEUNIEB
,2002,.69620299,110,17735.459,528.31085,.027380368,JEUNIEB
,2003,1.221519,193,17735.459,528.31085,.027380368,JEUNIEB
,2004,1.278481,202,17735.459,528.31085,.027380368,JEUNIEB
,2005,1.2721519,201,17735.459,528.31085,.027380368,JEUNIEB
,2006,1.177215,186,17735.459,528.31085,.027380368,JEUNIEB
,2007,1,158,17735.459,528.31085,.027380368,JEUNIEB
,2008,1.158228,183,17735.459,528.31085,.027380368,JEUNIEB
,2009,1.063291,168,17735.459,528.31085,.027380368,JEUNIEB
,2010,1.696203,268,17735.459,528.31085,.027380368,JEUNIEB
,2011,1.962025,310,17735.459,528.31085,.027380368,JEUNIEB
,2012,1.867089,295,17735.459,528.31085,.027380368,JEUNIEB
,1992,1.205882,82,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,1993,.97222197,70,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,1994,1.777778,128,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,1995,3.6911759,251,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,1996,3.25,234,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,1997,3.2361109,233,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,1998,3.7361109,269,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,1999,3.5277779,254,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2000,2.9722221,214,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2001,3.3472221,241,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2002,2.7777779,200,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2003,3.5694439,257,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2004,2.541667,183,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2005,3.2361109,233,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2006,5.208333,375,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2007,4.4027781,317,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2008,6.9027781,497,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2009,8.7361107,629,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2010,13.375,963,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2011,10.861111,782,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,2012,16.763889,1207,44497.391,10933.536,.3316541,JOHAN PAHLAWAN
,1992,.139752,45,34274.43,0,0,JULI
,1993,.68867898,219,34274.43,0,0,JULI
,1994,.481132,153,34274.43,0,0,JULI
,1995,.45341599,146,34274.43,0,0,JULI
,1996,.880503,280,34274.43,0,0,JULI
,1997,.68553501,218,34274.43,0,0,JULI
,1998,.48742101,155,34274.43,0,0,JULI
,1999,.657233,209,34274.43,0,0,JULI
,2000,.78301901,249,34274.43,0,0,JULI
,2001,.92138398,293,34274.43,0,0,JULI
,2002,.51886803,165,34274.43,0,0,JULI
,2003,1.59434,507,34274.43,0,0,JULI
,2004,1.267296,403,34274.43,0,0,JULI
,2005,1.861635,592,34274.43,0,0,JULI
,2006,1.685535,536,34274.43,0,0,JULI
,2007,1.025157,326,34274.43,0,0,JULI
,2008,1.31761,419,34274.43,0,0,JULI
,2009,.95283002,303,34274.43,0,0,JULI
,2010,2.371069,754,34274.43,0,0,JULI
,2011,1.867925,594,34274.43,0,0,JULI
,2012,2.015723,641,34274.43,0,0,JULI
1,1992,1.701493,228,15881.552,0,0,JULOK
1,1993,2.4251969,308,15881.552,0,0,JULOK
1,1994,2.4409449,310,15881.552,0,0,JULOK
1,1995,3.19403,428,15881.552,0,0,JULOK
1,1996,4.7716541,606,15881.552,0,0,JULOK
1,1997,5.2519689,667,15881.552,0,0,JULOK
1,1998,4.346457,552,15881.552,0,0,JULOK
1,1999,1.771654,225,15881.552,0,0,JULOK
1,2000,3.2913389,418,15881.552,0,0,JULOK
1,2001,3.7874019,481,15881.552,0,0,JULOK
1,2002,2.653543,337,15881.552,0,0,JULOK
1,2003,2.4015751,305,15881.552,0,0,JULOK
1,2004,2.7086611,344,15881.552,0,0,JULOK
1,2005,2.826772,359,15881.552,0,0,JULOK
1,2006,1.6929131,215,15881.552,0,0,JULOK
1,2007,1.370079,174,15881.552,0,0,JULOK
1,2008,2.3070869,293,15881.552,0,0,JULOK
1,2009,1.8031501,229,15881.552,0,0,JULOK
1,2010,3.637795,462,15881.552,0,0,JULOK
1,2011,2.5984249,330,15881.552,0,0,JULOK
1,2012,3.629921,461,15881.552,0,0,JULOK
,1992,25.983334,3118,24206.633,0,0,KARANG BARU
,1993,25.860657,3155,24206.633,0,0,KARANG BARU
,1994,23.883333,2866,24206.633,0,0,KARANG BARU
,1995,27.674999,3321,24206.633,0,0,KARANG BARU
,1996,25.575001,3069,24206.633,0,0,KARANG BARU
,1997,22.941668,2753,24206.633,0,0,KARANG BARU
,1998,22.708332,2725,24206.633,0,0,KARANG BARU
,1999,23.008333,2761,24206.633,0,0,KARANG BARU
,2000,18.283333,2194,24206.633,0,0,KARANG BARU
,2001,12.975,1557,24206.633,0,0,KARANG BARU
,2002,12.858333,1543,24206.633,0,0,KARANG BARU
,2003,11.583333,1390,24206.633,0,0,KARANG BARU
,2004,8.1083326,973,24206.633,0,0,KARANG BARU
,2005,5.6999998,684,24206.633,0,0,KARANG BARU
,2006,5.5,660,24206.633,0,0,KARANG BARU
,2007,5.3083329,637,24206.633,0,0,KARANG BARU
,2008,8.125,975,24206.633,0,0,KARANG BARU
,2009,5.8000002,696,24206.633,0,0,KARANG BARU
,2010,9.6416674,1157,24206.633,0,0,KARANG BARU
,2011,7.0500002,846,24206.633,0,0,KARANG BARU
,2012,9.6916666,1163,24206.633,0,0,KARANG BARU
,1992,0,0,7379.5308,0,0,KAWAY XVI
,1993,0,0,7379.5308,0,0,KAWAY XVI
,1994,0,0,7379.5308,0,0,KAWAY XVI
,1995,0,0,7379.5308,0,0,KAWAY XVI
,1996,0,0,7379.5308,0,0,KAWAY XVI
,1997,0,0,7379.5308,0,0,KAWAY XVI
,1998,0,0,7379.5308,0,0,KAWAY XVI
,1999,0,0,7379.5308,0,0,KAWAY XVI
,2000,0,0,7379.5308,0,0,KAWAY XVI
